ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0001682,tRNA 5'-leader removal,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0001702,gastrulation with mouth forming second,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0001731,formation of translation preinitiation complex,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0001732,formation of cytoplasmic translation initiation complex,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0001736,establishment of planar polarity,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0001738,morphogenesis of a polarized epithelium,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:0001754,eye photoreceptor cell differentiation,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:0001755,neural crest cell migration,0/132,43/18842,0,0,-0.551402715420296,1,1,1,"",0
GO:0001756,somitogenesis,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:0001765,membrane raft assembly,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0001767,establishment of lymphocyte polarity,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0001768,establishment of T cell polarity,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0001771,immunological synapse formation,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0001773,myeloid dendritic cell activation,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0001778,plasma membrane repair,0/132,28/18842,0,0,-0.444775127108293,1,1,1,"",0
GO:0001780,neutrophil homeostasis,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0001782,B cell homeostasis,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0001783,B cell apoptotic process,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0001787,natural killer cell proliferation,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0001788,antibody-dependent cellular cytotoxicity,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0001794,type IIa hypersensitivity,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0001821,histamine secretion,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0001823,mesonephros development,0/132,74/18842,0,0,-0.723950561212253,1,1,1,"",0
GO:0001825,blastocyst formation,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0001836,release of cytochrome c from mitochondria,0/132,54/18842,0,0,-0.618099867926707,1,1,1,"",0
GO:0001838,embryonic epithelial tube formation,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:0001841,neural tube formation,0/132,37/18842,0,0,-0.511406495482523,1,1,1,"",0
GO:0001843,neural tube closure,0/132,33/18842,0,0,-0.482921080155088,1,1,1,"",0
GO:0001845,phagolysosome assembly,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:0001866,NK T cell proliferation,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0001878,response to yeast,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0001885,endothelial cell development,0/132,52/18842,0,0,-0.60651329946757,1,1,1,"",0
GO:0001892,embryonic placenta development,0/132,25/18842,0,0,-0.420239487852281,1,1,1,"",0
GO:0001893,maternal placenta development,0/132,18/18842,0,0,-0.356518722862875,1,1,1,"",0
GO:0001933,negative regulation of protein phosphorylation,0/132,106/18842,0,0,-0.867194551167246,1,1,1,"",0
GO:0001941,postsynaptic membrane organization,0/132,36/18842,0,0,-0.504434847677225,1,1,1,"",0
GO:0001942,hair follicle development,0/132,44/18842,0,0,-0.557792360956695,1,1,1,"",0
GO:0001953,negative regulation of cell-matrix adhesion,0/132,40/18842,0,0,-0.531777573647406,1,1,1,"",0
GO:0001954,positive regulation of cell-matrix adhesion,0/132,56/18842,0,0,-0.629475600981219,1,1,1,"",0
GO:0001956,positive regulation of neurotransmitter secretion,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:0001958,endochondral ossification,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0001963,"synaptic transmission, dopaminergic",0/132,23/18842,0,0,-0.403058137312115,1,1,1,"",0
GO:0001964,startle response,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0001973,G protein-coupled adenosine receptor signaling pathway,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0001974,blood vessel remodeling,0/132,32/18842,0,0,-0.47553516526091,1,1,1,"",0
GO:0001975,response to amphetamine,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:0001990,regulation of systemic arterial blood pressure by hormone,0/132,41/18842,0,0,-0.538398077299233,1,1,1,"",0
GO:0001991,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:0002002,regulation of angiotensin levels in blood,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0002003,angiotensin maturation,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0002021,response to dietary excess,0/132,18/18842,0,0,-0.356518722862875,1,1,1,"",0
GO:0002026,regulation of the force of heart contraction,0/132,18/18842,0,0,-0.356518722862875,1,1,1,"",0
GO:0002028,regulation of sodium ion transport,0/132,67/18842,0,0,-0.688730752593991,1,1,1,"",0
GO:0002031,G protein-coupled receptor internalization,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0002040,sprouting angiogenesis,0/132,198/18842,0,0,-1.18813309904624,1,1,1,"",0
GO:0002042,cell migration involved in sprouting angiogenesis,0/132,100/18842,0,0,-0.842158972135376,1,1,1,"",0
GO:0002043,blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0/132,55/18842,0,0,-0.623813362930432,1,1,1,"",0
GO:0002052,positive regulation of neuroblast proliferation,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0002053,positive regulation of mesenchymal cell proliferation,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002063,chondrocyte development,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0002065,columnar/cuboidal epithelial cell differentiation,0/132,56/18842,0,0,-0.629475600981219,1,1,1,"",0
GO:0002082,regulation of oxidative phosphorylation,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:0002091,negative regulation of receptor internalization,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0002092,positive regulation of receptor internalization,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:0002093,auditory receptor cell morphogenesis,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002097,tRNA wobble base modification,0/132,29/18842,0,0,-0.452659894469733,1,1,1,"",0
GO:0002098,tRNA wobble uridine modification,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:0002115,store-operated calcium entry,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:0002182,cytoplasmic translational elongation,0/132,44/18842,0,0,-0.557792360956695,1,1,1,"",0
GO:0002200,somatic diversification of immune receptors,0/132,59/18842,0,0,-0.646168188121849,1,1,1,"",0
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,0/132,37/18842,0,0,-0.511406495482523,1,1,1,"",0
GO:0002208,somatic diversification of immunoglobulins involved in immune response,0/132,37/18842,0,0,-0.511406495482523,1,1,1,"",0
GO:0002209,behavioral defense response,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:0002220,innate immune response activating cell surface receptor signaling pathway,0/132,100/18842,0,0,-0.842158972135376,1,1,1,"",0
GO:0002223,stimulatory C-type lectin receptor signaling pathway,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:0002227,innate immune response in mucosa,0/132,34/18842,0,0,-0.490196489878786,1,1,1,"",0
GO:0002230,positive regulation of defense response to virus by host,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:0002244,hematopoietic progenitor cell differentiation,0/132,65/18842,0,0,-0.678337180323899,1,1,1,"",0
GO:0002260,lymphocyte homeostasis,0/132,52/18842,0,0,-0.60651329946757,1,1,1,"",0
GO:0002275,myeloid cell activation involved in immune response,0/132,90/18842,0,0,-0.798729094242601,1,1,1,"",0
GO:0002279,mast cell activation involved in immune response,0/132,52/18842,0,0,-0.60651329946757,1,1,1,"",0
GO:0002281,macrophage activation involved in immune response,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:0002283,neutrophil activation involved in immune response,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0002287,alpha-beta T cell activation involved in immune response,0/132,81/18842,0,0,-0.757559178371426,1,1,1,"",0
GO:0002291,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0002295,T-helper cell lineage commitment,0/132,28/18842,0,0,-0.444775127108293,1,1,1,"",0
GO:0002320,lymphoid progenitor cell differentiation,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0002323,natural killer cell activation involved in immune response,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:0002327,immature B cell differentiation,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0002357,defense response to tumor cell,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0002360,T cell lineage commitment,0/132,35/18842,0,0,-0.497366243942809,1,1,1,"",0
GO:0002363,alpha-beta T cell lineage commitment,0/132,32/18842,0,0,-0.47553516526091,1,1,1,"",0
GO:0002367,cytokine production involved in immune response,0/132,96/18842,0,0,-0.825055866788168,1,1,1,"",0
GO:0002369,T cell cytokine production,0/132,40/18842,0,0,-0.531777573647406,1,1,1,"",0
GO:0002371,dendritic cell cytokine production,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0002377,immunoglobulin production,0/132,86/18842,0,0,-0.780694572729888,1,1,1,"",0
GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,0/132,40/18842,0,0,-0.531777573647406,1,1,1,"",0
GO:0002407,dendritic cell chemotaxis,0/132,24/18842,0,0,-0.411737985562741,1,1,1,"",0
GO:0002420,natural killer cell mediated cytotoxicity directed against tumor cell target,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002423,natural killer cell mediated immune response to tumor cell,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0002430,complement receptor mediated signaling pathway,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0002431,Fc receptor mediated stimulatory signaling pathway,0/132,33/18842,0,0,-0.482921080155088,1,1,1,"",0
GO:0002438,acute inflammatory response to antigenic stimulus,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:0002440,production of molecular mediator of immune response,0/132,182/18842,0,0,-1.13862816145706,1,1,1,"",0
GO:0002444,myeloid leukocyte mediated immunity,0/132,104/18842,0,0,-0.858928669549718,1,1,1,"",0
GO:0002445,type II hypersensitivity,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002446,neutrophil mediated immunity,0/132,33/18842,0,0,-0.482921080155088,1,1,1,"",0
GO:0002448,mast cell mediated immunity,0/132,50/18842,0,0,-0.594703571845774,1,1,1,"",0
GO:0002523,leukocyte migration involved in inflammatory response,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0002524,hypersensitivity,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:0002526,acute inflammatory response,0/132,100/18842,0,0,-0.842158972135376,1,1,1,"",0
GO:0002532,production of molecular mediator involved in inflammatory response,0/132,109/18842,0,0,-0.879450963513604,1,1,1,"",0
GO:0002534,cytokine production involved in inflammatory response,0/132,85/18842,0,0,-0.776121689298554,1,1,1,"",0
GO:0002544,chronic inflammatory response,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0002551,mast cell chemotaxis,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,0/132,52/18842,0,0,-0.60651329946757,1,1,1,"",0
GO:0002566,somatic diversification of immune receptors via somatic mutation,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002577,regulation of antigen processing and presentation,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:0002604,regulation of dendritic cell antigen processing and presentation,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002637,regulation of immunoglobulin production,0/132,54/18842,0,0,-0.618099867926707,1,1,1,"",0
GO:0002639,positive regulation of immunoglobulin production,0/132,46/18842,0,0,-0.570358928294299,1,1,1,"",0
GO:0002673,regulation of acute inflammatory response,0/132,42/18842,0,0,-0.544938845356922,1,1,1,"",0
GO:0002674,negative regulation of acute inflammatory response,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002675,positive regulation of acute inflammatory response,0/132,24/18842,0,0,-0.411737985562741,1,1,1,"",0
GO:0002679,respiratory burst involved in defense response,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0002686,negative regulation of leukocyte migration,0/132,49/18842,0,0,-0.588710836167025,1,1,1,"",0
GO:0002689,negative regulation of leukocyte chemotaxis,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:0002700,regulation of production of molecular mediator of immune response,0/132,147/18842,0,0,-1.02234618160651,1,1,1,"",0
GO:0002701,negative regulation of production of molecular mediator of immune response,0/132,34/18842,0,0,-0.490196489878786,1,1,1,"",0
GO:0002702,positive regulation of production of molecular mediator of immune response,0/132,114/18842,0,0,-0.899515749934523,1,1,1,"",0
GO:0002710,negative regulation of T cell mediated immunity,0/132,30/18842,0,0,-0.460410467649609,1,1,1,"",0
GO:0002712,regulation of B cell mediated immunity,0/132,39/18842,0,0,-0.525074318209442,1,1,1,"",0
GO:0002713,negative regulation of B cell mediated immunity,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002714,positive regulation of B cell mediated immunity,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:0002718,regulation of cytokine production involved in immune response,0/132,96/18842,0,0,-0.825055866788168,1,1,1,"",0
GO:0002719,negative regulation of cytokine production involved in immune response,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:0002720,positive regulation of cytokine production involved in immune response,0/132,68/18842,0,0,-0.693869976647335,1,1,1,"",0
GO:0002724,regulation of T cell cytokine production,0/132,40/18842,0,0,-0.531777573647406,1,1,1,"",0
GO:0002725,negative regulation of T cell cytokine production,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0002726,positive regulation of T cell cytokine production,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:0002730,regulation of dendritic cell cytokine production,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0002732,positive regulation of dendritic cell cytokine production,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0002752,cell surface pattern recognition receptor signaling pathway,0/132,83/18842,0,0,-0.7668956089656,1,1,1,"",0
GO:0002755,MyD88-dependent toll-like receptor signaling pathway,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:0002756,MyD88-independent toll-like receptor signaling pathway,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:0002762,negative regulation of myeloid leukocyte differentiation,0/132,47/18842,0,0,-0.576540486956794,1,1,1,"",0
GO:0002765,immune response-inhibiting signal transduction,0/132,38/18842,0,0,-0.518285100061389,1,1,1,"",0
GO:0002767,immune response-inhibiting cell surface receptor signaling pathway,0/132,37/18842,0,0,-0.511406495482523,1,1,1,"",0
GO:0002820,negative regulation of adaptive immune response,0/132,65/18842,0,0,-0.678337180323899,1,1,1,"",0
GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0/132,62/18842,0,0,-0.66244541328332,1,1,1,"",0
GO:0002825,regulation of T-helper 1 type immune response,0/132,34/18842,0,0,-0.490196489878786,1,1,1,"",0
GO:0002826,negative regulation of T-helper 1 type immune response,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0002827,positive regulation of T-helper 1 type immune response,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:0002828,regulation of type 2 immune response,0/132,25/18842,0,0,-0.420239487852281,1,1,1,"",0
GO:0002829,negative regulation of type 2 immune response,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0002830,positive regulation of type 2 immune response,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0002835,negative regulation of response to tumor cell,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0002838,negative regulation of immune response to tumor cell,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0002855,regulation of natural killer cell mediated immune response to tumor cell,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002864,regulation of acute inflammatory response to antigenic stimulus,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0002886,regulation of myeloid leukocyte mediated immunity,0/132,47/18842,0,0,-0.576540486956794,1,1,1,"",0
GO:0002888,positive regulation of myeloid leukocyte mediated immunity,0/132,18/18842,0,0,-0.356518722862875,1,1,1,"",0
GO:0002889,regulation of immunoglobulin mediated immune response,0/132,39/18842,0,0,-0.525074318209442,1,1,1,"",0
GO:0002890,negative regulation of immunoglobulin mediated immune response,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002891,positive regulation of immunoglobulin mediated immune response,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:0002902,regulation of B cell apoptotic process,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0002903,negative regulation of B cell apoptotic process,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002920,regulation of humoral immune response,0/132,44/18842,0,0,-0.557792360956695,1,1,1,"",0
GO:0002921,negative regulation of humoral immune response,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0002922,positive regulation of humoral immune response,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0002934,desmosome organization,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0003009,skeletal muscle contraction,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,0/132,49/18842,0,0,-0.588710836167025,1,1,1,"",0
GO:0003073,regulation of systemic arterial blood pressure,0/132,82/18842,0,0,-0.762241439800607,1,1,1,"",0
GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,0/132,28/18842,0,0,-0.444775127108293,1,1,1,"",0
GO:0003084,positive regulation of systemic arterial blood pressure,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0003085,negative regulation of systemic arterial blood pressure,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:0003094,glomerular filtration,0/132,24/18842,0,0,-0.411737985562741,1,1,1,"",0
GO:0003140,determination of left/right asymmetry in lateral mesoderm,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0003148,outflow tract septum morphogenesis,0/132,23/18842,0,0,-0.403058137312115,1,1,1,"",0
GO:0003151,outflow tract morphogenesis,0/132,64/18842,0,0,-0.673081054207394,1,1,1,"",0
GO:0003163,sinoatrial node development,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0003171,atrioventricular valve development,0/132,26/18842,0,0,-0.428573257866855,1,1,1,"",0
GO:0003174,mitral valve development,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0003176,aortic valve development,0/132,44/18842,0,0,-0.557792360956695,1,1,1,"",0
GO:0003180,aortic valve morphogenesis,0/132,39/18842,0,0,-0.525074318209442,1,1,1,"",0
GO:0003181,atrioventricular valve morphogenesis,0/132,23/18842,0,0,-0.403058137312115,1,1,1,"",0
GO:0003183,mitral valve morphogenesis,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0003188,heart valve formation,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0003197,endocardial cushion development,0/132,43/18842,0,0,-0.551402715420296,1,1,1,"",0
GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0003203,endocardial cushion morphogenesis,0/132,35/18842,0,0,-0.497366243942809,1,1,1,"",0
GO:0003207,cardiac chamber formation,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0003214,cardiac left ventricle morphogenesis,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0003215,cardiac right ventricle morphogenesis,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0003222,ventricular trabecula myocardium morphogenesis,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0003254,regulation of membrane depolarization,0/132,51/18842,0,0,-0.600637147477136,1,1,1,"",0
GO:0003272,endocardial cushion formation,0/132,25/18842,0,0,-0.420239487852281,1,1,1,"",0
GO:0003298,physiological muscle hypertrophy,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:0003301,physiological cardiac muscle hypertrophy,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:0003309,type B pancreatic cell differentiation,0/132,22/18842,0,0,-0.39418816182791,1,1,1,"",0
GO:0003323,type B pancreatic cell development,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0003333,amino acid transmembrane transport,0/132,103/18842,0,0,-0.854766422117202,1,1,1,"",0
GO:0003338,metanephros morphogenesis,0/132,25/18842,0,0,-0.420239487852281,1,1,1,"",0
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,0/132,21/18842,0,0,-0.385114922134588,1,1,1,"",0
GO:0003352,regulation of cilium movement,0/132,41/18842,0,0,-0.538398077299233,1,1,1,"",0
GO:0003353,positive regulation of cilium movement,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0003356,regulation of cilium beat frequency,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:0003376,sphingosine-1-phosphate receptor signaling pathway,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0003382,epithelial cell morphogenesis,0/132,20/18842,0,0,-0.375823696578768,1,1,1,"",0
GO:0003401,axis elongation,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0003407,neural retina development,0/132,56/18842,0,0,-0.629475600981219,1,1,1,"",0
GO:0003416,endochondral bone growth,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0003417,growth plate cartilage development,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0005513,detection of calcium ion,0/132,15/18842,0,0,-0.325429646814657,1,1,1,"",0
GO:0005976,polysaccharide metabolic process,0/132,94/18842,0,0,-0.816372752254244,1,1,1,"",0
GO:0005977,glycogen metabolic process,0/132,76/18842,0,0,-0.73370754781504,1,1,1,"",0
GO:0005978,glycogen biosynthetic process,0/132,44/18842,0,0,-0.557792360956695,1,1,1,"",0
GO:0005979,regulation of glycogen biosynthetic process,0/132,31/18842,0,0,-0.468033513537355,1,1,1,"",0
GO:0005980,glycogen catabolic process,0/132,28/18842,0,0,-0.444775127108293,1,1,1,"",0
GO:0006000,fructose metabolic process,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0006002,fructose 6-phosphate metabolic process,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0006004,fucose metabolic process,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0006007,glucose catabolic process,0/132,25/18842,0,0,-0.420239487852281,1,1,1,"",0
GO:0006012,galactose metabolic process,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0006022,aminoglycan metabolic process,0/132,77/18842,0,0,-0.738538474231316,1,1,1,"",0
GO:0006023,aminoglycan biosynthetic process,0/132,36/18842,0,0,-0.504434847677225,1,1,1,"",0
GO:0006024,glycosaminoglycan biosynthetic process,0/132,30/18842,0,0,-0.460410467649609,1,1,1,"",0
GO:0006026,aminoglycan catabolic process,0/132,33/18842,0,0,-0.482921080155088,1,1,1,"",0
GO:0006027,glycosaminoglycan catabolic process,0/132,27/18842,0,0,-0.436748897537163,1,1,1,"",0
GO:0006044,N-acetylglucosamine metabolic process,0/132,18/18842,0,0,-0.356518722862875,1,1,1,"",0
GO:0006047,UDP-N-acetylglucosamine metabolic process,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0006048,UDP-N-acetylglucosamine biosynthetic process,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0006067,ethanol metabolic process,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0006068,ethanol catabolic process,0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0006071,glycerol metabolic process,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:0006081,aldehyde metabolic process,0/132,78/18842,0,0,-0.743338515213413,1,1,1,"",0
GO:0006084,acetyl-CoA metabolic process,0/132,42/18842,0,0,-0.544938845356922,1,1,1,"",0
GO:0006085,acetyl-CoA biosynthetic process,0/132,23/18842,0,0,-0.403058137312115,1,1,1,"",0
GO:0006086,pyruvate decarboxylation to acetyl-CoA,0/132,16/18842,0,0,-0.336111220420459,1,1,1,"",0
GO:0006089,lactate metabolic process,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0006099,tricarboxylic acid cycle,0/132,32/18842,0,0,-0.47553516526091,1,1,1,"",0
GO:0006103,2-oxoglutarate metabolic process,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0006104,succinyl-CoA metabolic process,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
GO:0006107,oxaloacetate metabolic process,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0006112,energy reserve metabolic process,0/132,84/18842,0,0,-0.771522194340757,1,1,1,"",0
GO:0006119,oxidative phosphorylation,0/132,139/18842,0,0,-0.993925447127722,1,1,1,"",0
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",0/132,50/18842,0,0,-0.594703571845774,1,1,1,"",0
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",0/132,14/18842,0,0,-0.314386558515355,1,1,1,"",0
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",0/132,23/18842,0,0,-0.403058137312115,1,1,1,"",0
GO:0006144,purine nucleobase metabolic process,0/132,19/18842,0,0,-0.366297897596641,1,1,1,"",0
GO:0006167,AMP biosynthetic process,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0006177,GMP biosynthetic process,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0006182,cGMP biosynthetic process,0/132,12/18842,0,0,-0.291049937025784,1,1,1,"",0
GO:0006183,GTP biosynthetic process,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0006188,IMP biosynthetic process,0/132,11/18842,0,0,-0.278651700375158,1,1,1,"",0
GO:0006206,pyrimidine nucleobase metabolic process,0/132,17/18842,0,0,-0.346464717820737,1,1,1,"",0
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,0/132,10/18842,0,0,-0.265676917587564,1,1,1,"",0
GO:0006213,pyrimidine nucleoside metabolic process,0/132,13/18842,0,0,-0.302942423276413,1,1,1,"",0
