category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,0/79,449/9392,0,0,-1.99989051002328,1,1,1,"",0
Organismal Systems,Sensory system,hsa04742,Taste transduction,0/79,86/9392,0,0,-0.85801003247558,1,1,1,"",0
Organismal Systems,Sensory system,hsa04744,Phototransduction,0/79,29/9392,0,0,-0.496725152415999,1,1,1,"",0
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,0/79,233/9392,0,0,-1.42356924032588,1,1,1,"",0
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,0/79,138/9392,0,0,-1.08993214195952,1,1,1,"",0
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,0/79,70/9392,0,0,-0.773426654717576,1,1,1,"",0
Organismal Systems,Endocrine system,hsa04922,Glucagon signaling pathway,0/79,107/9392,0,0,-0.95813256065993,1,1,1,"",0
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,0/79,109/9392,0,0,-0.967149781833833,1,1,1,"",0
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,0/79,38/9392,0,0,-0.568876220090615,1,1,1,"",0
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,0/79,53/9392,0,0,-0.672376322552787,1,1,1,"",0
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,0/79,44/9392,0,0,-0.612338619592996,1,1,1,"",0
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,0/79,23/9392,0,0,-0.442223648127554,1,1,1,"",0
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,0/79,48/9392,0,0,-0.639703708237126,1,1,1,"",0
Organismal Systems,Digestive system,hsa04977,Vitamin digestion and absorption,0/79,26/9392,0,0,-0.47025590934675,1,1,1,"",0
Organismal Systems,Digestive system,hsa04978,Mineral absorption,0/79,61/9392,0,0,-0.721648124443612,1,1,1,"",0
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,0/79,52/9392,0,0,-0.665967289211667,1,1,1,"",0
Organismal Systems,Digestive system,hsa04980,Cobalamin transport and metabolism,0/79,18/9392,0,0,-0.39110956967015,1,1,1,"",0
Organismal Systems,Digestive system,hsa04981,Folate transport and metabolism,0/79,31/9392,0,0,-0.513622911969798,1,1,1,"",0
Human Diseases,Neurodegenerative disease,hsa05017,Spinocerebellar ataxia,0/79,144/9392,0,0,-1.11373533858461,1,1,1,"",0
Human Diseases,Substance dependence,hsa05033,Nicotine addiction,0/79,41/9392,0,0,-0.591000113522517,1,1,1,"",0
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,0/79,200/9392,0,0,-1.31654180602975,1,1,1,"",0
Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,0/79,37/9392,0,0,-0.561311100028857,1,1,1,"",0
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,0/79,50/9392,0,0,-0.652964747612812,1,1,1,"",0
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,0/79,103/9392,0,0,-0.939850540146592,1,1,1,"",0
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,0/79,70/9392,0,0,-0.773426654717576,1,1,1,"",0
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,0/79,70/9392,0,0,-0.773426654717576,1,1,1,"",0
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,0/79,77/9392,0,0,-0.811481451603497,1,1,1,"",0
Human Diseases,Cancer: specific types,hsa05214,Glioma,0/79,76/9392,0,0,-0.806151600683699,1,1,1,"",0
Human Diseases,Cancer: specific types,hsa05218,Melanoma,0/79,73/9392,0,0,-0.789953338114279,1,1,1,"",0
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,0/79,41/9392,0,0,-0.591000113522517,1,1,1,"",0
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,0/79,77/9392,0,0,-0.811481451603497,1,1,1,"",0
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,0/79,73/9392,0,0,-0.789953338114279,1,1,1,"",0
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,0/79,99/9392,0,0,-0.921221983502025,1,1,1,"",0
